,positions,ticker,open_date,open_price,close_date,close_price,price_delta,sentiment,moneyness
7057,"['DIS', '75', 'p', datetime.datetime(2020, 4, 16, 0, 0)]",DIS,2020-03-27,100.44999694824219,2020-04-16,102.0199966430664,1.5699996948242188,Not Correct,-27.019996643066406
7058,"['AAPL', '150', 'p', datetime.datetime(2020, 5, 14, 0, 0)]",AAPL,2020-03-27,63.1875,2020-05-14,77.38500213623047,14.197502136230469,Not Correct,72.61499786376953
7059,"['SPY', '250', 'p', datetime.datetime(2020, 5, 14, 0, 0)]",SPY,2020-03-27,253.27000427246094,2020-05-14,284.9700012207031,31.699996948242188,Not Correct,-34.970001220703125
7060,"['VIXY', '26', 'C', datetime.datetime(2020, 10, 29, 0, 0)]",VIXY,2020-10-02,21.530000686645508,2020-10-29,20.799999237060547,-0.7300014495849609,Not Correct,-5.200000762939453
7061,"['VIXY', '26', 'C', datetime.datetime(2020, 10, 29, 0, 0)]",VIXY,2020-10-02,21.530000686645508,2020-10-29,20.799999237060547,-0.7300014495849609,Not Correct,-5.200000762939453
7062,"['BUY', '110', 'c', datetime.datetime(2020, 11, 19, 0, 0)]",BUY,2020-08-06,16.1200008392334,2020-11-19,,0.0,UNKNOWN,
7063,"['MU', '80', 'c', datetime.datetime(2021, 1, 14, 0, 0)]",MU,2020-08-06,50.0,2021-01-14,,0.0,UNKNOWN,
7064,"['SLV', '36', 'c', datetime.datetime(2021, 1, 14, 0, 0)]",SLV,2020-08-06,26.309999465942383,2021-01-14,,0.0,UNKNOWN,
7065,"['AAXN', '100', 'c', datetime.datetime(2020, 8, 20, 0, 0)]",AAXN,2020-08-06,92.55000305175781,2020-08-20,81.75,-10.800003051757812,Not Correct,-18.25
7066,"['AAXN', '120', 'c', datetime.datetime(2020, 12, 17, 0, 0)]",AAXN,2020-08-06,92.55000305175781,2020-12-17,,0.0,UNKNOWN,
7067,"['$AAXN', '100', 'c', datetime.datetime(2020, 8, 20, 0, 0)]",AAXN,2020-08-06,92.55000305175781,2020-08-20,81.75,-10.800003051757812,Not Correct,-18.25
7068,"['$AAXN', '120', 'c', datetime.datetime(2020, 12, 17, 0, 0)]",AAXN,2020-08-06,92.55000305175781,2020-12-17,,0.0,UNKNOWN,
7069,"['MCD', '1700', 'C', datetime.datetime(2021, 3, 18, 0, 0)]",MCD,2020-07-28,198.60000610351562,2021-03-18,,0.0,UNKNOWN,
7070,"['KODK', '5.00', 'P', datetime.datetime(2020, 8, 20, 0, 0)]",KODK,2020-07-28,9.630000114440918,2020-08-20,7.179999828338623,-2.450000286102295,Correct,-2.179999828338623
7071,"['AMD', '140', 'c', datetime.datetime(2021, 1, 14, 0, 0)]",AMD,2020-08-07,86.66999816894531,2021-01-14,,0.0,UNKNOWN,
7072,"['AMD', '450', 'c', datetime.datetime(2020, 10, 15, 0, 0)]",AMD,2020-08-07,86.66999816894531,2020-10-15,83.12999725341797,-3.5400009155273438,Not Correct,-366.87000274658203
7073,"['PTON', '75', 'C', datetime.datetime(2020, 8, 13, 0, 0)]",PTON,2020-08-07,69.98999786376953,2020-08-13,65.70999908447266,-4.279998779296875,Not Correct,-9.290000915527344
7074,"['$CLX', '230', 'C', datetime.datetime(2020, 8, 27, 0, 0)]",CLX,2020-07-24,227.5,2020-08-27,220.69000244140625,-6.80999755859375,Not Correct,-9.30999755859375
7075,"['UMC', '5', 'c', datetime.datetime(2020, 7, 30, 0, 0)]",UMC,2020-07-24,3.390000104904175,2020-07-30,3.680000066757202,0.28999996185302734,Correct,-1.3199999332427979
7076,"['SPY', '275', 'p', datetime.datetime(2020, 8, 6, 0, 0)]",SPY,2020-07-03,314.239990234375,2020-08-06,334.3299865722656,20.089996337890625,Not Correct,-59.329986572265625
7077,"['EXP', '306', 'P', datetime.datetime(2020, 7, 3, 0, 0)]",EXP,2020-07-03,70.26000213623047,2020-07-03,72.69000244140625,2.4300003051757812,Not Correct,233.30999755859375
7078,"['CSOD', '40', 'c', datetime.datetime(2020, 6, 18, 0, 0)]",CSOD,2020-05-04,32.04999923706055,2020-06-18,37.40999984741211,5.3600006103515625,Correct,-2.5900001525878906
7079,"['PTON', '36', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",PTON,2020-05-04,32.36000061035156,2020-05-14,45.11000061035156,12.75,Correct,9.110000610351562
7080,"['APRN', '3', 'p', datetime.datetime(2020, 6, 18, 0, 0)]",APRN,2020-05-04,6.510000228881836,2020-06-18,9.9399995803833,3.429999351501465,Not Correct,-6.939999580383301
7081,"['DKNG', '25', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",DKNG,2020-05-04,20.360000610351562,2020-05-14,25.309999465942383,4.94999885559082,Correct,0.3099994659423828
7082,"['BUY', '50', 'P', datetime.datetime(2020, 5, 14, 0, 0)]",BUY,2020-05-04,14.300000190734863,2020-05-14,13.336999893188477,-0.9630002975463867,Correct,36.66300010681152
7083,"['GIS', '62.5', 'c', datetime.datetime(2020, 11, 19, 0, 0)]",GIS,2020-11-13,60.65999984741211,2020-11-19,62.0,1.3400001525878906,Correct,-0.5
7084,"['GIS', '30', 'c', datetime.datetime(2021, 2, 19, 0, 0)]",GIS,2020-11-13,60.65999984741211,2021-02-19,,0.0,UNKNOWN,
7085,"['NIO', '55', 'C', datetime.datetime(2020, 12, 17, 0, 0)]",NIO,2020-11-13,51.290000915527344,2020-12-17,,0.0,UNKNOWN,
7086,"['NIO', '53', 'C', datetime.datetime(2020, 11, 19, 0, 0)]",NIO,2020-11-13,51.290000915527344,2020-11-19,48.45000076293945,-2.8400001525878906,Not Correct,-4.549999237060547
7087,"['KNDI', '10', 'C', datetime.datetime(2020, 11, 19, 0, 0)]",KNDI,2020-11-13,7.389999866485596,2020-11-19,14.40999984741211,7.019999980926514,Correct,4.409999847412109
7088,"['AMD', '83.5', 'c', datetime.datetime(2020, 11, 26, 0, 0)]",AMD,2020-11-13,82.7300033569336,2020-11-26,87.19000244140625,4.459999084472656,Correct,3.69000244140625
7089,"['SPY', '260', 'p', datetime.datetime(2020, 5, 14, 0, 0)]",SPY,2020-03-27,253.27000427246094,2020-05-14,284.9700012207031,31.699996948242188,Not Correct,-24.970001220703125
